timestamp,open,high,low,close
1632873600,2806.2695459220336,2945.2061647801493,2786.3224926336716,2848.6933877516276
1632787200,2925.7696065594496,2971.003727560695,2794.2317168447034,2804.3907741842313
1632700800,3061.9656624913473,3163.6949344394275,2931.6962258382664,2933.820490830925
1632614400,2924.08170851852,3114.9485770081433,2744.0672816629967,3060.543071030628
1632528000,2931.0372607018835,2967.89653367546,2815.9772656436626,2922.5723046649273
1632441600,3154.360772068745,3159.38278592565,2746.304506286134,2931.078624766718
1632355200,3078.323355703091,3174.2982995095267,3036.9646169074717,3156.9293131478476
1632268800,2779.85,3089.1163935011477,2744.65,3075.4662733368564
1632182400,2971.93,3095.03,2665.49,2749.37
1632182280,2972.12,undefined,undefined,undefined
1632096000,3343.34,3343.34,2935.11,2964.31
1632095880,3335.35,undefined,undefined,undefined
1632009600,3428.16,3450.95,3284.36,3326.13
1632009540,3429.0300000000007,undefined,undefined,undefined
1631923200,3392.96,3540.69,3372.13,3430.59
1631923080,3400,undefined,undefined,undefined
1631836800,3563.86,3588.84,3351.64,3392.65
1631836740,3570.3399999999997,undefined,undefined,undefined
1631750400,3615.65,3669.71,3489.07,3568.84
1631750280,3615.87,undefined,undefined,undefined
1631664000,3438.91,3599.99,3364.8,3596.7
1631577600,3280.73,3428.87,3276.66,3428.87
1631577540,3286.2,undefined,undefined,undefined
1631491200,3400.11,3428.95,3116.63,3286.07
1631404800,3263.8799999999997,3467.97,3233.23,3409.49
1631318400,3222.85,3345.1499999999996,3209.8000000000006,3267.34
1631318340,3209.8199999999997,undefined,undefined,undefined
1631232000,3426.51,3512.4419630497837,3153.1817439577694,3208.1616070742334
1631145600,3501.631765670125,3565.0984712235777,3400.535440594636,3428.190839815469
1631145540,3495.644455808885,undefined,undefined,undefined
1631059200,3434.0373846829584,3558.949312542073,3224.044239345054,3497.0382940657883
1630972800,3928.39445894073,3946.344748872844,3064.5030208185403,3427.4548149472284
1630886400,3952.15447882299,3969.6656572120314,3874.4337949783844,3929.8668475540403
1630800000,3845.3139762229816,3981.179329531893,3845.3139762229816,3953.294695482148
1630627200,3787.9891136677875,3977.191837837112,3712.1557061673107,3957.010863456215
1630627140,3789.6050157332397,undefined,undefined,undefined
1630540800,3823.9764216137387,3834.964417152135,3726.229120984399,3791.937293297241
1630454400,3406.227273299599,3838.3463606465575,3386.8714477767935,3838.3463606465575
1630368000,3227.239908228629,3469.45019278901,3195.770418662733,3431.9593383075057
1630367940,3227.4861964679017,undefined,undefined,undefined
1630281600,3228.658733998249,3346.608162739956,3146.6668985606675,3220.678911199816
1630281540,3224.610634003292,undefined,undefined,undefined
1630195200,3247.583009530734,3283.6404467457896,3157.958930273952,3223.8630120661314
1630195140,3243.964587850682,undefined,undefined,undefined
1630108800,3270.666681176265,3284.2362166110524,3212.4294749634323,3242.4331588309688
1630108740,3270.7790534071783,undefined,undefined,undefined
1630022400,3084.817942340545,3281.144062681497,3064.1896886814284,3266.0414951100424
1630022340,3098.870515661009,undefined,undefined,undefined
1629936000,3231.3135250448368,3247.3113734838016,3057.440630951674,3099.940678456867
1629849600,3177.16541061058,3248.08846843295,3083.5191308198832,3224.80084315883
1629849540,3171.2539216689856,undefined,undefined,undefined
1629763200,3325.1786494322564,3358.887428583717,3151.306571980372,3175.2241256398233
1629763140,3317.4881835759716,undefined,undefined,undefined
1629676800,3238.999045290467,3375.7580189200294,3233.074341131117,3316.9590430526023
1629590400,3224.0524288883166,3272.0315283566897,3134.7633328587717,3242.927802276576
1629590340,3225.1010276473844,undefined,undefined,undefined
1629504000,3285.493668833158,3307.8121371236884,3209.318751877722,3225.0286695759773
1629417600,3184.998503409503,3299.239505361528,3180.3657918934246,3285.954387054477
1629331200,3024.53,3186.4536551272777,2960.01,3184.627388461654
1629331140,3016.86,undefined,undefined,undefined
1629244800,3011.01,3125.79,2955,3018.58
1629244740,3013.81,undefined,undefined,undefined
1629158400,3144.49,3290.6572255555443,3000.54,3014.4899999999993
1629072000,3317.24,3336.4618233273213,3140.229797187378,3155.5
1629071940,3311.6474581800444,undefined,undefined,undefined
1628985600,3272.6877791147454,3321.7200000000003,3116.4100000000003,3309.872515238006
1628899200,3319.8172492519734,3328.7048221703194,3214.45,3266.733189842458
1628812800,3048.0692509121427,3327.77,3037.4455991463706,3324.685715981833
1628726400,3162.66129009663,3236.843288548302,2980.8496010599633,3041.1993855016353
1628640000,3141.682338364621,3269.6177441807677,3123.8731312426157,3163.3248278357455
1628553600,3150.6,3231.593061092097,3057.690362070391,3141.1676672794197
1628467200,3021,3186.4000000000005,2902.957968169914,3170.7
1628380800,3158.3,3186.1649999999995,2950.949,3010.3
1628294400,2891.1932377973944,3168.9859999999994,2868.80184926,3161.5767756416117
1628294340,2891.854080478904,undefined,undefined,undefined
1628208000,2829.048483072888,2944.688,2722.984,2891.359
1628121600,2727.4078131495626,2841.086928977618,2543.2452065111006,2827.702
1628035200,2512.638096994073,2765.892438462374,2463.122199956094,2724.8691853991513
1627948800,2607.414173261105,2629.6956399579944,2449.442426128161,2502.5
1627862400,2562.69,2664.885494591313,2513.9,2609.3999999999996
1627776000,2524.01,2697.12,2516.65,2561.51
1627775940,2536.04,undefined,undefined,undefined
1627689600,2453.930753674074,2552.32,2423.911008438247,2539.624295220281
1627603200,2386.87,2468.77,2319.402166529609,2467.626600060757
1627516800,2300.521332787003,2398,2273.4230437274246,2380.471189129675
1627430400,2300.6418371592904,2343.468825084629,2249.2107661802115,2296.4708214348225
1627344000,2228.519063846901,2318.7134770530843,2153.7560758936384,2299.4913095350557
1627257600,2192.9093564210693,2436.6940440821595,2177.1154913805267,2232.0829317214166
1627171200,2184.86,2196.995098488817,2110.03,2192.091392313512
1627084800,2113.34,2198.94,2108.07,2188.45
1627084740,2125.81,undefined,undefined,undefined
1626998400,2024.7499999999998,2130.18,1999.94,2126.86
1626912000,1993.4400000000003,2042.11,1955.36,2025.2700000000002
1626825600,1791.5800000000002,2023.230918638203,1757.9739020400143,1991.23
1626825540,1786.46,undefined,undefined,undefined
1626739200,1818.8980247707404,1837.38,1721.3134070257993,1787.6
1626739140,1818.44,undefined,undefined,undefined
1626652800,1889.0524842584505,1915.0300000000002,1806.57,1817.424580596197
1626652740,1891.46,undefined,undefined,undefined
1626566400,1900.0093048403517,1988.8586225755225,1881.93,1895.6573642070796
1626480000,1877.1800321006585,1917.0323740501408,1854.1704179030132,1898.380637569499
1626393600,1921.8790793988414,1959.6130577755396,1852.3591295580834,1879.0934965259028
1626307200,1994.2472409090426,2037.1550230855469,1883.0490681992346,1913.1708904779023
1626220800,1940.3789410867062,2017.775399186444,1868.8806902206372,1993.8641215422308
1626134400,2030.9373090250754,2040.8597659505724,1919.6069950323918,1939.0948967874165
1626048000,2139.16,2167.66,2007.8713619486825,2035.5887729119374
1625961600,2115.97,2172.14,2082.04,2139.58
1625875200,2147.1,2191.4,2083.31,2111.24
1625875080,2147.03,undefined,undefined,undefined
1625788800,2116.96,2185.05,2053.63,2153
1625702400,2316.82,2322.43,2085.48,2119.414561959876
1625616000,2317.8,2405.6,2298.48,2316.29
1625615940,2323.92,undefined,undefined,undefined
1625529600,2201.93,2346.76,2201.93,2329.2
1625529540,2197.34,undefined,undefined,undefined
1625443200,2317.36,2322.95,2165.17,2204.31
1625443140,2323.16,undefined,undefined,undefined
1625356800,2225.09,2385.76,2192.84,2322.07
1625356740,2225.95,undefined,undefined,undefined
1625270400,2159.59,2237.6210241353274,2115.9170212340155,2226.8165531744567
1625184000,2107.1780762722456,2157.2038214083523,2020.9749755450744,2156.03
1625097600,2276.454652261812,2276.454652261812,2079.1554232912863,2113.8092334426588
