staker,sum
\xc380d86e375e0b4de213332a22efb5943cfbcd26,136.3003796163339838
\x1d7979f557ba38892f25d3d54fa6c1d75a4cfa27,134.4517760000000000
\x1023ae712d5f219e9166a9d286e183226dfaafa6,132.6199886548241437
\x5dab475e601d55efa2290d27333913e025c7bd89,132.5563642097259000
\xc695e360a6d75d652c50e64923088347ed30fd8a,130.6532620300000000
\x326a921314e70d24556cd41518c03ba1da227042,121.4362516144431480
\xe0a9cf94c4c41a7709b55d9ba37d788a8df19f9e,118.4183839186037849
\x0c3a4a0ed70fdb29860760b5ca78b116fe77de00,116.6300000000000000
\x42903617e67ec52c9127aaa63d50987120160871,116.3840000000000000
\x6b976827b3ec5bfd0b8a12335018f698da04f6d4,114.6093268977985859
\xc03c9d2e6eea2c5536e02e96a6fe92ef6fac816b,109.4025700000000000
\x6bf0443ae7288a126c7a798572ad43ae78c62b6f,108.51253237000000000000
\x04868091ae1e91267a2d67384e2783cc459ed14d,102.7491100000000000
\x238926025e84475e3182774df480021470f8f978,102.1316374611875864
\xedc4c1037946c6f9133049f940dc2b7a6c8132f1,100.6961038127144479
\xc7557afdb4c2ef7e2a5e68ed60b1f8ac41c87459,100.0000000000000000
\x77265be7cfb120deab6e94f6d0db69bd0d79dd4f,99.6900000000000000
\x8ea35fb0555ba67ffa03beb6a24b8b22d1f623e7,99.2008400000000000
\x9428e55418755b2f902d3b1f898a871ab5634182,97.7209537538780000
\xd77956133036cb5a5e58aa4484542f42f5e4a155,95.4142838139161786
\x33bb119a345203340bfe940a27f5d169390091ab,95.2196072141865574
\x7755806cb3f73a79806f6879c93fc816ffd083bb,95.0615290307503817
\x2d56db2f95ae61c2396d30abea61fc91e506943f,94.3556800000000000
\xe109a5d73aa12caf084d94ba4654c548e13aa10e,86.2914980000000000
\xa729addefe1fa7bce87053ed55d55edddd13de60,85.1378686794667990
\x02db6d137bfd99fcb0167718221555c402c82b39,84.6333548000000000
\x0f481dca44dabea940ce60826140c0bbd69bc18d,83.0888000000000000
\x52f4b90df9560e50389107baccd13e8bc1e5a516,81.0767700000000000
\xefe8aa053ef0c9f1879911ef1c83da08ad385164,80.8681600000000000
\x6e9c840d0a9dd31e2f3f48ef22cce0836eec9dea,79.2846000000000000
\x0c68d6832b9f2e6d56d034746d1fdf0510d75f4f,73.4971600000000000
\x328809a567b87b6123462c3062e8438bbb75c1c5,72.7347047546679004
\xef28877cec189cfdc4d348fae0f3c9906497ae9c,72.1971000000000000
\x4c135b8bc69d9d404673776a7d680465656c0b1d,71.7304820878592244
\x0b7c43af43d76f79b6f6cfbafb3a01dde0468225,71.5121876357753094
\x4bf1fbc233cd6109c35a4cd9d34540173af3234c,69.6322102198474197
\xd9c45ee4e0d95e9a394f690fa2e677d832f432b1,67.8888178538312991
\x312044825eb5cd2c4bb016a7a86ce32240af9136,67.7649151995711167
\x283bcdaef801cc751276bd5c3ab505d8b5b73fc0,65.6771297894067264
\x5db63f987817910bbb9656b5210990408d3831fb,65.0674500000000000
\x6d987f49a9407707a3a98c9eeeaf6e8abd7fcc31,65.0400970000000000
\x6cb62823c318f9fd970fd21a025812464f246198,63.2881678978810143
\xb2f4debfc176c6a397cdcd2e72362a2fd56a83dd,62.7940200000000000
\x875bf94c16000710f721cf453b948f23b7394ec2,60.4583300000000000
\xc5833abf36fd7d6c0e4ee050866770dbf3a80720,59.6995200000000000
\xbe93d14c5defb8f41af8fb092f58e3c71c712b85,58.3537509688588210
\xd1d03f64c6233db3fd873b5c33b3e713847a4500,58.0802361242520208
\x520a8bab202e1516964185856ec5176899f06be4,57.4000000000000000
\xae3ea704c8e7ee940ecce95b7fce497423a698ba,56.4648300000000000
\xede1d96de24a6da0371ebfa93e0bb6abe71c56f0,53.9051880000000000
\x963d819eece1430855623ad1f8f9da6559908e03,52.4845661972896747
\xb71b48fca0bb56ecb4f582ea212bcbe51a59d858,52.4723346873557095
\x9fb89686c645fccef25bc1fb4028caa8351f1b2b,51.9400000000000000
\xb89c9e8e04796bbd879da7d706b2f31d8a64fb04,51.4066027457956300
\x3e0ac6febce010bf7acf8c73bc7fe1d1001df997,50.6110600000000000
\x435df39b44cae3a6a657aa8dd5c27d716af87952,50.0000000000000000
\x883d8c8dc7887a47f0b0a5d9300f0b604cb7dc13,50.0000000000000000
\x8170bcad3a583a0f394c5607b4ebf4aa718191b4,49.7643000000000000
\xeda818ef7f5944680b4bca06578563d2c7def261,49.1334988291865576
\xa0c99817b63eabbd84ef35834efb8f087889f36a,47.5347156035095842
\xddbd9b3068d3ec084a1e226fcb5dc1378b3eaf32,45.9178000000000000
\x3836c594b3cd6c3e4c84fe85dc19e935c8f759ad,44.4806300000000000
\x1ed8bb37f05d408d4b2829d2d8c72fcc824c68c1,44.4512300000000000
\x37fe4a4d71128ba33ffb534509b40c8f6483b615,44.3881478428002480
\x8dca15154b8b90f452958e9ced1abd1ce93294f1,44.2406000000000000
\xa431069fc2a72f558ed9b8bbb05592f9248b519f,43.1342649555235670
\xd43f3716cbb9386352880a9bd52f7f07ac01752b,43.0000000000000000
\x10aab4b0ef76aa2ac9b5909e671517a1171b050e,42.2610194574037400
\x7905b71eb8a9dec597329bb4e658a8b886c8423e,42.0221717407502034
\x511dc733ecf94cc8bc4b9e4d0f9c2f6f03173247,41.4305762428821160
\x3f5282adca3b9bc02d385e539ad0e66ee7f65fce,40.8311449705767759
\x58e3abd03f52f63c4e93f7cc7e42104664bd2b40,40.7995262709058046
\x8441a802edbfd100a2bac655bd144db9c322b135,40.0593900000000000
\xca5d2d6758af981b93a03d17a5a3ec5f80c180eb,40.0000000000000000
\x066a2edcc0b7278a2cf5bf2a040b4a54a41a9550,40.0000000000000000
\xd544e1c38582deb641ea64ac663d0589ecbf28a3,39.7655000000000000
\xdbaf85def227ad39e8c158affc518338fe51a23c,39.2111452100000000
\xdb8ecd8c4265a9026eedff388000ec3b43a27bf4,37.5274000000000000
\x23146a7907987ab0bdcebb3a3824072be077ea48,37.2665896800000000
\x3035a1bbd824041b07f8ab2297a71a81e00127c5,36.8621456333753396
\x429774adf20a28cc95d0b3af784934ea79a82c0d,36.7600000000000000
\x99eb33756a2eaa32f5964a747722c4b59e6af351,36.2262405266867114
\xd2b105c24f7ff289e64e044837f6e308740d10a2,34.2167181366065585
\x4a2a083e346b86bfe0e839671d8afd4f278f12f2,34.0000000000000000
\x524b7c9b4ca33ba72445dfd2d6404c81d8d1f2e3,32.9459700000000000
\xb73d00da5d61822c2aa478f860fc9c197e781c6a,32.9298872654032703
\x776b97eeb5adaf47339d8874411a931cb59ddb32,32.3326342423134977
\xf93d494d5a3791e0ceccf45daecd4a5264667e98,30.4787900000000000
\x59bb22550fb8b886bf4c939592f9551ce686d4a3,30.3189500000000000
\xf36c9777a2ca739dca10855ad0f3b7833c889c75,29.7859100000000000
\xeedcdc51082c54ecba93f367b680f589231916ca,28.6215560000000000
\x68cf193ffe134ad92c1db0267d2062d01fefdd06,27.4100000000000000
\xea04a9f67060271fd7473231a9aa59cedca5a5a3,27.0000000000000000
\x6da0514f578eb31630b4a1e851ba4f04531cf75b,26.9993227022122060
\x7e06b4c65a6bcd3068e692a592211e29955f6566,26.7777274611989828
\x8de7824675f8ba6e48286c5ad381d59a0f7da3b8,26.2710000000000000
\x5f4a07ee22d2f7758964d7d071bb3b30ae893456,26.0000000000000000
\xe2027d15f84fa3f4d6f493c16702c3349e77ecff,25.0000000000000000
\x34c4d38e784d447be6c944672bd6d31a9206b015,23.9990000000000000
\x2f338e6104cd462523563ce8d0085002ddc56a93,23.7294054771883000
\x643ad19a294e358a6fe20c6de0acd545a9e03b23,23.4000000000000000
\xb1bffe6c1f3de2301a13de4d661b532474bd3dec,22.9858800000000000
\xab9424c3507be50d8d9b185e58e1bff47f1db642,22.3073515795963213
\x0e81f7af4698cfe49cf5099a7d1e3e4421d5d1af,22.0000000000000000
\xc7246dee8eb74a00078a0af0e9e449bea1ec12dd,21.6500000000000000
\x43d07807707e752956b58430c92abc0ccb7d682d,21.6210270000000000
\x45eed8f7730838a51beef3cf7385efaedb2baaaf,21.1182808202460015
\x6ff6d709297875378c8b06721c21f40fe1989e9b,21.0881998803077725
\xf4dca9b37f09d15f8df740055ceaa860912efe2c,20.3100000000000000
\xb353ca0d3e70f628fad61a6095baf06ce8cead3b,20.1700000000000000
\x96fb8fc2bccdaa8298366e0187d950ee9af80ddb,20.0000000000000000
\x5e8a927093a4465f2fffb466f0594bfb2e04c204,20.0000000000000000
\xa3a89931799ba449a7bd1658efd9c8662dd22bca,20.0000000000000000
\x40d5334c1ee7ea9a182c4d54e1ce475d06580b4b,19.0043404250685740
\xad549c7fcf1bd3e57bca464d9dce0a0d561599d1,18.8380000000000000
\xcaed0430647013af6bbb84ca98b11951ec676f21,18.5313300000000000
\xebf9f70a8c0878d7e701c583bf096d0335623693,18.0000000000000000
\x54f2f104fb6abf1a6991150b27662aade958a338,17.8778118400000000
\x7117fb4e85286c159efa691a7699587ccd01e26e,16.7360133388576844
\xb3a7fbc2fa38c18ad4433ae93fe7f215fd2d057f,16.5874539846184826
\xc36edf48e21cf395b206352a1819de658fd7f988,15.9917166592608278
\xefb0af7a4f4b706c9aa85a76d788494ded1e99cf,15.5976400000000000
\x73d23cdabbb25b0e039470ea940514ca30744277,15.5177488767454155
\x43d622740519ae15b4c4d3c8abd84c6de6a92cde,15.4767409908212943
\x679959449b608af08d9419fe66d4e985c7d64d96,15.4300000000000000
\x9984fa02761f6ee2bae43ed8aaee1cd9d1cfd490,15.3881318949363797
\xcd37ef9120132f71e23982881e19b68ae3b4e871,15.2237300000000000
\x8a0c902acee7650c31abca15a86fb4cf4c9a1817,15.0713400000000000
\x914bf941b5df1476bd532d8d406a79f60ca35832,15.0525170673993434
\xebd7213b1c3e73e9de1b997d4720fd92c0818cfa,14.9376700000000000
\x5928f4b407402bd75596ae228b7fe5df4228b5ef,14.4965000000000000
\x3034caab0ef35c89eb47da2c5f8529238039f3da,14.2718276100000000
\x3d9e1003164d96ef2ed0ff5d68dfc7a74473604d,13.8858471522141380
\x295f43a11127a8ec0227f26591272a4c81ccec99,12.2236189069290784
\x52441e08fc4acfd088044067bf7612326eaefcce,12.1473100000000000
\xb3522064694ac9870dbf00eebc2712762193bb64,11.3299229710188900
\x076b499e9191a29fa9210e497cbd89dabc878b6e,11.0000000000000000
\x5ef47f1b3d81e4f49317505be9f275ecdbbdef5b,10.9694099572356323
\xc88ebc63c3126e9f37a46c1cf55b0e79c9cc20e2,10.8403495523306790
\x279144f7879049f5975de648b8c98abcbc18898f,10.7900000000000000
\x027ca422238c0f53f157a61ee2df44d425eeada5,10.5889100000000000
\xbd0fac9a19e8e19f6245ed20411e22d4786752c8,10.1201400748061800
\x758e5c35ee11f2b22337228f5e8f53ad4006e6bd,10.1071936855310755
\x60ca7b20df5bc24de829430483be764b5d084d69,10.0000000000000000
\xec8e352f1a205c636d0d9b36205b114485bad0bc,10.0000000000000000
\x5ba44cfc6672522e2c560830bf87024604dbcdf8,10.0000000000000000
\xec621c716fce687011503fbef8110f0b4b41ea03,9.8653858418813532
\x544a18a548e09c2555d93a396d7a094a2f66f7b2,9.0005991632618053
\xb6da1d0cac0cac8d39125d5213e1623750525ed5,8.9006000000000000
\x32af25467b00aae516505b3331cfec52092ea5ba,8.5791451454661541
\x3716905b040d5cd8a7dde784918199117d72c3b3,8.4473465886530883
\xeafa9aa6832c076d5af3d58d9224e218ca074f04,8.0818593650969454
\x020d6c2e412094ea0e11b4c47a6c6a2b6dcf7b2d,7.7237805600000000
\x7a3fd7ea448bedacebbc665ca6ba1a278a1caf87,6.8600000000000000
\xb1583e01aca426807985faf9438c9a4cef73b1a7,6.6682300000000000
\x3ee204c6775507ee4b8e8b96ae7f84cf0276fbd7,6.0843148268742145
\xcb11409a9b09a59a20dee04af8537fad7c8e42a8,5.5000000000000000
\x09bb6179ea9293a37c298c96a3f62781bf2e3a4e,5.0117563825562179
\xf4880975728ee25a96c701c225c9ef58eebe5a5b,5.0000000000000000
\x3b1847a0d5b5f889f68c0255ecad95d989d76cf6,5.0000000000000000
\x0ac0240f4656dc80684d0df1208bb91c0220725d,5.0000000000000000
\xd74456abb45681953d0087ad5e20c1c08464835e,5.0000000000000000
\x9433ea2c250d84d3fd6398699d48728fa610569a,4.4646940715137550
\xd99804992cdb929e07d5015007a0849b900f6f84,4.4100000000000000
\xd0a5266b2515c3b575e30cbc0cfc775fa4fc6660,3.6235860561028758
\xf25fc3fa44245d102a96896052f6c2c1735dec31,2.9510000000000000
\x45c74380e88fd7705a12ae1cdabb0437f9e9c930,2.4760000000000000
\xdcdb53e8e1123baa64a0b7d3da13e360ca843797,2.0474171901259335
\x4742ddfe858109045bb59683aea769fa6760c4c2,2.0099959206319381
\x6c3feb976548ce412ff1814eb8eee82f48eaa008,2.0000000000000000
\x945813970115558e0fba48330f7adb768ccfd556,1.00100000000000000000
\xad26ec7292e6fd4646afae12e03d14bf240c0323,1.00000000000000000000
\x4dd2a335d53bcd17445ebf4504c5632c13a818a1,1.00000000000000000000
\xd1139071c2da5ef45c10e809192e6fcf17d2042d,0.72752000000000000000
\xd4d278ba628a03564d7980e08038f10af7070f36,0.50290563431070513000
\x1dc9ee19bc6ece2df030eb1f4f5d775e817d798d,0.23300000000000000000
\xf286e07ed6889658a3285c05c4f736963cf41456,0.18640072215224448800
\xdb316c70219cab0533ff84d713c7d88c4dd1eab4,0.0817221377727470
\x5b2ed2ef8f480cc165a600ac451d9d9ebf521e94,0.00016527796642539100
\xdcbeffbecce100cce9e4b153c4e15cb885643193,0.000087689390943463000000
\xfcfa4369eaa965ac4e36f1dd9fd2852c6542b0f7,0.000020000000000000000000
\x6d8e4b0d20495523bbd98bfe6634dc028f7459a6,0.0000000000000755
\xa10b846879e125d569b77cf86276c94c58a9e8cf,0.0000000000000232
\x19814b759da5e4e6e6f724500e23005b63a45f48,0.0000000000000161
\x24d0db7e182fcd29ddea14c04bcb182c89cbb0c0,0.0000000000000055
\xfe32a37f15ee4a4b59715530e5817d1322b9df80,0.0000000000000009
\x43eefeb3db479e7b22e015572f38b6af633a43ff,0.0000000000000003
\xfadafce89ea2221fa33005640acf2c923312f2b9,0.000000000000000011000000000000000000
